 0,0.0860848
 0,0.0860888
 0,0.0860924
 0,0.0861073
 0,0.0861169
 0,0.0862338
 0,0.0862418
 0,0.0862441
 0,0.086314
 0,0.0863417
 0,0.0863854
 0,0.0864262
 0,0.086466
 0,0.0864848
 0,0.0864869
 0,0.0865025
 0,0.0865124
 0,0.0865635
 0,0.0865943
 0,0.0866323
 0,0.0866794
 0,0.0867098
 0,0.0867263
 0,0.0867315
 0,0.0867819
 0,0.086782
 0,0.0867851
 0,0.0868247
 0,0.0868316
 0,0.0868361
 0,0.0868453
 0,0.0869145
 0,0.0869472
 0,0.0869549
 0,0.0869958
 0,0.0870036
 0,0.0870092
 0,0.0870306
 0,0.0871014
 0,0.0871493
 0,0.0871783
 0,0.0871927
 0,0.0872003
 0,0.0872339
 0,0.0872431
 0,0.0872845
 0,0.0873041
 0,0.0873196
 0,0.0873226
 0,0.0873264
 0,0.0873816
 0,0.0874163
 0,0.0874269
 0,0.0874341
 0,0.0874434
 0,0.0874663
 0,0.0874671
 0,0.087488
 0,0.0875238
 0,0.0875295
 0,0.087567
 0,0.0875693
 0,0.087578
 0,0.0876586
 0,0.0876817
 0,0.087693
 0,0.0877061
 0,0.087709
 0,0.0877489
 0,0.087849
 0,0.0878597
 0,0.0878792
 0,0.0879467
 0,0.0879613
 0,0.0879871
 0,0.0880062
 0,0.0880171
 0,0.0880871
 0,0.0881514
 0,0.088158
 0,0.0882445
 0,0.0882778
 0,0.0882851
 0,0.0882855
 0,0.0882936
 0,0.0883012
 0,0.0883069
 0,0.0883237
 0,0.0884251
 0,0.0884309
 0,0.0884565
 0,0.0884641
 0,0.088468
 0,0.0884721
 0,0.0884793
 0,0.0884795
 0,0.0885122
 0,0.0885134
 0,0.0885866
 0,0.0885899
 0,0.0886056
 0,0.0886336
 0,0.0886507
 0,0.0886804
 0,0.0886985
 0,0.0887059
 0,0.0887221
 0,0.0887281
 0,0.0888742
 0,0.0889078
 0,0.088923
 0,0.088951
 0,0.0889909
 0,0.0890138
 0,0.0890467
 0,0.0890756
 0,0.0890883
 0,0.0891425
 0,0.0891568
 0,0.0891989
 0,0.089204
 0,0.089216
 0,0.0892469
 0,0.0892683
 0,0.0892821
 0,0.0892993
 0,0.0893024
 0,0.0893953
 0,0.089542
 0,0.0895487
 0,0.0895705
 0,0.0895728
 0,0.0895773
 0,0.0896023
 0,0.0896149
 0,0.0896628
 0,0.0896966
 0,0.0897519
 0,0.0897861
 0,0.0898338
 0,0.0898631
 0,0.0898665
 0,0.0898749
 0,0.0898833
 0,0.0900044
 0,0.0900184
 0,0.0900253
 0,0.0900338
 0,0.0900689
 0,0.0900786
 0,0.0900812
 0,0.0901158
 0,0.0901266
 0,0.0901811
 0,0.0902201
 0,0.0902323
 0,0.0902354
 0,0.0902542
 0,0.0902978
 0,0.0903231
 0,0.090344
 0,0.0903666
 0,0.0903709
 0,0.0903857
 0,0.0903857
 0,0.0903891
 0,0.0904051
 0,0.0904336
 0,0.0904826
 0,0.0904831
 0,0.0905184
 0,0.0905506
 0,0.0905665
 0,0.0905832
 0,0.0905897
 0,0.0905926
 0,0.0906073
 0,0.0906146
 0,0.0906228
 0,0.0906321
 0,0.0906475
 0,0.090661
 0,0.0906684
 0,0.0906827
 0,0.0907153
 0,0.0907335
 0,0.0907581
 0,0.0907667
 0,0.0907669
 0,0.0907696
 0,0.0907772
 0,0.0908119
 0,0.090816
 0,0.0909267
 0,0.0909618
 0,0.0909858
 0,0.0910016
 0,0.0910097
 0,0.0910431
 0,0.0910881
 0,0.0910932
 0,0.0911004
 0,0.0911871
 0,0.0911947
 0,0.0912039
 0,0.0912162
 0,0.0912262
 0,0.0912282
 0,0.0912548
 0,0.091265
 0,0.0912816
 0,0.0912837
 0,0.0913182
 0,0.0913285
 0,0.0913932
 0,0.0913944
 0,0.0914663
 0,0.0914686
 0,0.0914736
 0,0.0915252
 0,0.0915297
 0,0.0915597
 0,0.0915615
 0,0.0916136
 0,0.091614
 0,0.0916335
 0,0.091634
 0,0.0916652
 0,0.0917309
 0,0.0917406
 0,0.0917487
 0,0.0917869
 0,0.0918946
 0,0.0919224
 0,0.0919309
 0,0.0919708
 0,0.0921066
 0,0.0921415
 0,0.0921428
 0,0.092144
 0,0.0921461
 0,0.0921512
 0,0.0921691
 0,0.0922159
 0,0.0922273
 0,0.0922276
 0,0.0922286
 0,0.0922515
 0,0.0922755
 0,0.0922888
 0,0.0923002
 0,0.0923186
 0,0.0923635
 0,0.0924066
 0,0.0924189
 0,0.0924261
 0,0.0924356
 0,0.0924418
 0,0.0924441
 0,0.0924469
 0,0.0924607
 0,0.092513
 0,0.0925444
 0,0.0925609
 0,0.0925708
 0,0.0926454
 0,0.09267
 0,0.0927571
 0,0.0928935
 0,0.0929964
 0,0.0930033
 0,0.0930788
 0,0.0930874
 0,0.0931199
 0,0.093132
 0,0.0931533
 0,0.0932112
 0,0.0932265
 0,0.0932583
 0,0.0932759
 0,0.093276
 0,0.0932809
 0,0.093289
 0,0.093368
 0,0.0933969
 0,0.0934316
 0,0.0934911
 0,0.0935126
 0,0.0935552
 0,0.0936128
 0,0.0936339
 0,0.0936642
 0,0.0936943
 0,0.0937154
 0,0.0937505
 0,0.0937991
 0,0.0938047
 0,0.0938235
 0,0.0938933
 0,0.0939374
 0,0.0940768
 0,0.0941432
 0,0.0941437
 0,0.0942289
 0,0.09423
 0,0.0942315
 0,0.0942658
 0,0.0943327
 0,0.0943515
 0,0.0943564
 0,0.094361
 0,0.0943651
 0,0.0943717
 0,0.0943957
 0,0.0944166
 0,0.094436
 0,0.0944368
 0,0.0944494
 0,0.0944571
 0,0.0944633
 0,0.0944683
 0,0.0945026
 0,0.0945824
 0,0.0946024
 0,0.0946465
 0,0.0946552
 0,0.0946693
 0,0.0947205
 0,0.0947247
 0,0.0947335
 0,0.0947492
 0,0.0947721
 0,0.0947832
 0,0.0948121
 0,0.0948434
 0,0.0948436
 0,0.0948494
 0,0.0948682
 0,0.0948812
 0,0.0949146
 0,0.0949812
 0,0.0950006
 0,0.0950049
 0,0.0950445
 0,0.095059
 0,0.0951065
 0,0.0951215
 0,0.0951366
 0,0.095138
 0,0.0951776
 0,0.0951887
 0,0.0952057
 0,0.095211
 0,0.0952119
 0,0.0952167
 0,0.0952516
 0,0.0952536
 0,0.0952657
 0,0.0952735
 0,0.0953024
 0,0.0953083
 0,0.095336
 0,0.0953997
 0,0.0954378
 0,0.0954392
 0,0.0954585
 0,0.0954636
 0,0.0955377
 0,0.0955618
 0,0.0955859
 0,0.0956311
 0,0.0956374
 0,0.0956387
 0,0.0956838
 0,0.0957019
 0,0.0957561
 0,0.0957844
 0,0.0958111
 0,0.0958339
 0,0.0958689
 0,0.0958782
 0,0.0959009
 0,0.0959123
 0,0.0959125
 0,0.0959199
 0,0.0959362
 0,0.095963
 0,0.0959694
 0,0.0959823
 0,0.0959909
 0,0.0960048
 0,0.0960278
 0,0.0960299
 0,0.0960536
 0,0.0960542
 0,0.0960768
 0,0.0961313
 0,0.0961384
 0,0.0961954
 0,0.0961957
 0,0.0961989
 0,0.0962352
 0,0.0962616
 0,0.0962698
 0,0.0963144
 0,0.0963255
 0,0.0963699
 0,0.0963864
 0,0.0964232
 0,0.0964509
 0,0.0964969
 0,0.0964971
 0,0.0965408
 0,0.0965424
 0,0.0965468
 0,0.0965584
 0,0.0965842
 0,0.0966254
 0,0.0966358
 0,0.0966609
 0,0.0966957
 0,0.0967352
 0,0.0967352
 0,0.0968076
 0,0.0968326
 0,0.0968376
 0,0.0968659
 0,0.0968772
 0,0.0968935
 0,0.0968973
 0,0.0969128
 0,0.0970451
 0,0.0970629
 0,0.0970999
 0,0.097127
 0,0.0971672
 0,0.0972041
 0,0.0972147
 0,0.0972293
 0,0.0972477
 0,0.0972494
 0,0.0972763
 0,0.097313
 0,0.0973254
 0,0.0973661
 0,0.0973678
 0,0.0973812
 0,0.0973929
 0,0.0974267
 0,0.0974376
 0,0.0974437
 0,0.0974548
 0,0.097472
 0,0.0974731
 0,0.0974895
 0,0.0975138
 0,0.0975196
 0,0.0976818
 0,0.0976843
 0,0.0976963
 0,0.0977852
 0,0.097786
 0,0.0978025
 0,0.0978156
 0,0.0978514
 0,0.0978575
 0,0.0978692
 0,0.0978765
 0,0.0978983
 0,0.0979068
 0,0.0979705
 0,0.09798
 0,0.0980085
 0,0.0980494
 0,0.0982004
 0,0.0982145
 0,0.0982379
 0,0.0983843
 0,0.0984114
 0,0.0984121
 0,0.0984178
 0,0.0984296
 0,0.0984662
 0,0.0984728
 0,0.0984787
 0,0.0984851
 0,0.0985049
 0,0.0985387
 0,0.0986867
 0,0.0986921
 0,0.098698
 0,0.0986999
 0,0.0987231
 0,0.0987829
 0,0.0987916
 0,0.0988036
 0,0.0988134
 0,0.0988542
 0,0.0988544
 0,0.0988976
 0,0.0989072
 0,0.0989084
 0,0.0989266
 0,0.0989706
 0,0.0990458
 0,0.0990458
 0,0.0990762
 0,0.0991556
 0,0.099214
 0,0.0992606
 0,0.0992965
 0,0.0993261
 0,0.0993414
 0,0.0994596
 0,0.0994929
 0,0.0995736
 0,0.0996042
 0,0.0996305
 0,0.0996647
 0,0.0996697
 0,0.0997253
 0,0.0997346
 0,0.0997578
 0,0.0997901
 0,0.0998125
 0,0.0999247
 0,0.0999276
 0,0.0999291
 0,0.0999482
 0,0.0999485
 0,0.0999581
 0,0.100012
 0,0.100034
 0,0.100064
 0,0.100093
 0,0.100104
 0,0.100125
 0,0.100148
 0,0.100182
 0,0.100217
 0,0.10022
 0,0.100223
 0,0.100228
 0,0.100236
 0,0.100239
 0,0.100251
 0,0.100263
 0,0.100272
 0,0.10028
 0,0.100282
 0,0.100291
 0,0.100328
 0,0.100397
 0,0.100422
 0,0.10044
 0,0.100455
 0,0.100508
 0,0.100521
 0,0.100528
 0,0.100541
 0,0.100572
 0,0.100707
 0,0.100725
 0,0.100805
 0,0.100822
 0,0.100842
 0,0.100866
 0,0.10099
 0,0.100997
 0,0.101022
 0,0.101054
 0,0.101063
 0,0.101067
 0,0.101127
 0,0.101135
 0,0.101149
 0,0.101158
 0,0.101195
 0,0.101228
 0,0.10127
 0,0.101328
 0,0.101458
 0,0.101467
 0,0.101497
 0,0.101499
 0,0.101512
 0,0.101567
 0,0.101643
 0,0.101668
 0,0.101671
 0,0.101674
 0,0.101731
 0,0.101813
 0,0.101845
 0,0.10185
 0,0.101964
 0,0.101979
 0,0.102051
 0,0.102057
 0,0.1021
 0,0.102154
 0,0.102165
 0,0.102203
 0,0.102254
 0,0.10227
 0,0.102288
 0,0.102337
 0,0.102339
 0,0.102364
 0,0.10239
 0,0.102418
 0,0.102444
 0,0.102464
 0,0.102519
 0,0.102544
 0,0.102586
 0,0.102641
 0,0.102644
 0,0.102655
 0,0.102696
 0,0.102778
 0,0.102792
 0,0.102815
 0,0.10284
 0,0.102847
 0,0.102909
 0,0.102911
 0,0.102965
 0,0.103031
 0,0.10308
 0,0.103083
 0,0.103102
 0,0.103115
 0,0.103147
 0,0.103162
 0,0.103165
 0,0.103209
 0,0.103222
 0,0.103247
 0,0.103275
 0,0.103292
 0,0.103306
 0,0.103329
 0,0.103347
 0,0.103348
 0,0.103432
 0,0.103484
 0,0.103495
 0,0.103514
 0,0.103538
 0,0.103585
 0,0.103587
 0,0.103624
 0,0.103633
 0,0.103665
 0,0.103675
 0,0.10368
 0,0.103728
 0,0.103796
 0,0.103857
 0,0.104046
 0,0.10405
 0,0.104058
 0,0.104103
 0,0.104219
 0,0.104231
 0,0.104284
 0,0.104381
 0,0.104382
 0,0.104395
 0,0.104404
 0,0.104449
 0,0.104484
 0,0.104499
 0,0.104531
 0,0.104574
 0,0.104575
 0,0.104599
 0,0.104608
 0,0.104616
 0,0.104651
 0,0.10466
 0,0.104662
 0,0.104663
 0,0.104778
 0,0.104819
 0,0.104821
 0,0.104833
 0,0.104872
 0,0.104911
 0,0.104937
 0,0.104991
 0,0.105012
 0,0.105033
 0,0.105055
 0,0.105165
 0,0.105192
 0,0.105208
 0,0.105222
 0,0.105235
 0,0.105306
 0,0.105387
 0,0.105401
 0,0.105429
 0,0.105447
 0,0.105462
 0,0.105464
 0,0.105467
 0,0.105472
 0,0.105475
 0,0.105485
 0,0.105519
 0,0.105584
 0,0.105589
 0,0.105604
 0,0.105637
 0,0.105679
 0,0.105686
 0,0.105777
 0,0.105792
 0,0.105845
 0,0.105868
 0,0.105882
 0,0.105886
 0,0.105891
 0,0.105899
 0,0.105901
 0,0.105943
 0,0.105945
 0,0.10595
 0,0.106007
 0,0.106042
 0,0.106118
 0,0.106126
 0,0.10613
 0,0.106163
 0,0.106173
 0,0.106207
 0,0.106215
 0,0.106255
 0,0.106273
 0,0.106302
 0,0.106314
 0,0.106314
 0,0.106315
 0,0.106319
 0,0.106337
 0,0.106343
 0,0.106363
 0,0.106424
 0,0.106439
 0,0.106497
 0,0.106534
 0,0.106679
 0,0.106745
 0,0.106756
 0,0.106775
 0,0.106836
 0,0.10689
 0,0.106914
 0,0.106959
 0,0.106985
 0,0.106986
 0,0.107028
 0,0.107038
 0,0.107065
 0,0.107123
 0,0.107126
 0,0.107151
 0,0.107253
 0,0.107256
 0,0.107296
 0,0.107303
 0,0.107339
 0,0.107358
 0,0.107411
 0,0.107459
 0,0.107467
 0,0.107509
 0,0.107564
 0,0.107587
 0,0.107619
 0,0.107623
 0,0.107741
 0,0.107769
 0,0.107815
 0,0.107823
 0,0.107836
 0,0.10784
 0,0.107968
 0,0.108035
 0,0.108048
 0,0.108058
 0,0.108144
 0,0.108162
 0,0.108166
 0,0.108184
 0,0.108301
 0,0.108321
 0,0.108323
 0,0.108363
 0,0.10846
 0,0.108461
 0,0.108488
 0,0.108512
 0,0.108539
 0,0.108571
 0,0.1086
 0,0.108613
 0,0.108629
 0,0.108638
 0,0.108641
 0,0.108677
 0,0.10869
 0,0.108742
 0,0.108774
 0,0.108835
 0,0.108838
 0,0.108853
 0,0.108887
 0,0.108963
 0,0.108998
 0,0.109011
 0,0.10902
 0,0.109033
 0,0.109036
 0,0.10915
 0,0.10916
 0,0.109223
 0,0.109273
 0,0.109343
 0,0.109379
 0,0.109396
 0,0.109435
 0,0.109513
 0,0.109535
 0,0.109542
 0,0.109576
 0,0.109638
 0,0.109645
 0,0.109662
 0,0.10968
 0,0.109737
 0,0.109816
 0,0.109839
 0,0.109906
 0,0.110007
 0,0.110023
 0,0.110062
 0,0.110102
 0,0.110208
 0,0.110378
 0,0.110393
 0,0.110633
 0,0.110643
 0,0.110654
 0,0.110654
 0,0.110663
 0,0.110666
 0,0.110694
 0,0.110734
 0,0.110773
 0,0.110797
 0,0.110803
 0,0.110844
 0,0.110898
 0,0.110973
 0,0.110994
 0,0.111005
 0,0.111058
 0,0.111124
 0,0.111144
 0,0.111167
 0,0.111225
 0,0.111246
 0,0.111255
 0,0.111333
 0,0.111463
 0,0.11148
 0,0.111493
 0,0.111563
 0,0.11157
 0,0.111591
 0,0.111596
 0,0.111633
 0,0.11165
 0,0.111709
 0,0.111719
 0,0.111721
 0,0.111741
 0,0.111849
 0,0.111974
 0,0.112045
 0,0.112118
 0,0.112129
 0,0.112137
 0,0.112168
 0,0.112174
 0,0.112217
 0,0.112292
 0,0.112339
 0,0.112374
 0,0.112509
 0,0.112567
 0,0.112634
 0,0.112649
 0,0.112708
 0,0.112718
 0,0.11272
 0,0.112739
 0,0.112822
 0,0.11299
 0,0.113
 0,0.113013
 0,0.113053
 0,0.113058
 0,0.113117
 0,0.113123
 0,0.113133
 0,0.11326
 0,0.113334
 0,0.11334
 0,0.113381
 0,0.11345
 0,0.113509
 0,0.113643
 0,0.113681
 0,0.113686
 0,0.113689
 0,0.113717
 0,0.113847
 0,0.113948
 0,0.11396
 0,0.114011
 0,0.114082
 0,0.114188
 0,0.114208
 0,0.114299
 0,0.11442
 0,0.114446
 0,0.114461
 0,0.114498
 0,0.114547
 0,0.114574
 0,0.1146
 0,0.114614
 0,0.11463
 0,0.114631
 0,0.11469
 0,0.114727
 0,0.114821
 0,0.1149
 0,0.114946
 0,0.115
 0,0.115068
 0,0.115092
 0,0.115128
 0,0.115134
 0,0.115208
 0,0.115212
 0,0.115269
 0,0.115359
 0,0.115399
 0,0.115478
 0,0.115529
 0,0.115572
 0,0.115592
 0,0.115809
 0,0.115816
 0,0.115849
 0,0.115903
 0,0.115934
 0,0.11601
 0,0.116066
 0,0.116081
 0,0.116125
 0,0.116127
 0,0.116264
 0,0.116484
 0,0.116518
 0,0.116547
 0,0.1166
 0,0.116771
 0,0.11678
 0,0.116826
 0,0.116869
 0,0.116876
 0,0.116952
 0,0.116965
 0,0.116976
 0,0.117055
 0,0.117093
 0,0.117197
 0,0.117232
 0,0.117269
 0,0.117316
 0,0.117317
 0,0.117449
 0,0.117518
 0,0.117762
 0,0.117839
 0,0.117958
 0,0.117984
 0,0.117986
 0,0.117993
 0,0.117996
 0,0.118029
 0,0.118054
 0,0.118113
 0,0.118196
 0,0.118197
 0,0.118211
 0,0.118243
 0,0.118257
 0,0.118406
 0,0.11842
 0,0.118426
 0,0.118466
 0,0.118575
 0,0.118591
 0,0.118628
 0,0.118717
 0,0.118789
 0,0.118804
 0,0.118986
 0,0.118998
 0,0.119171
 0,0.119215
 0,0.119294
 0,0.119318
 0,0.119411
 0,0.119662
 0,0.119683
 0,0.119736
 0,0.119761
 0,0.119871
 0,0.119895
 0,0.119926
 0,0.119927
 0,0.119993
 0,0.12013
 0,0.120163
 0,0.120164
 0,0.120471
 0,0.120723
 0,0.120751
 0,0.120761
 0,0.120763
 0,0.120783
 0,0.12082
 0,0.120973
 0,0.121088
 0,0.121155
 0,0.121243
 0,0.121445
 0,0.121826
 0,0.122019
 0,0.122085
 0,0.122105
 0,0.122112
 0,0.12212
 0,0.122125
 0,0.122226
 0,0.122267
 0,0.122309
 0,0.122321
 0,0.122553
 0,0.122619
 0,0.122626
 0,0.122656
 0,0.123011
 0,0.123031
 0,0.123128
 0,0.123309
 0,0.123516
 0,0.123559
 0,0.123697
 0,0.123772
 0,0.123998
 0,0.124101
 0,0.124225
 0,0.124225
 0,0.124325
 0,0.124404
 0,0.124632
 0,0.124667
 0,0.124891
 0,0.12511
 0,0.125236
 0,0.125476
 0,0.125505
 0,0.125598
 0,0.126102
 0,0.12624
 0,0.126374
 0,0.126459
 0,0.126584
 0,0.126653
 0,0.126821
 0,0.127
 0,0.127069
 0,0.127309
 0,0.127486
 0,0.127673
 0,0.12789
 0,0.127936
 0,0.128209
 0,0.128376
 0,0.128576
 0,0.128757
 0,0.128763
 0,0.128921
 0,0.128944
 0,0.129667
 0,0.129752
 0,0.129917
 0,0.129949
 0,0.130041
 0,0.130385
 0,0.130899
 0,0.130906
 0,0.130998
 0,0.131316
 0,0.131483
 0,0.131717
 0,0.131764
 0,0.131865
 0,0.131928
 0,0.131946
 0,0.13197
 0,0.13201
 0,0.132676
 0,0.132812
 0,0.132861
 0,0.132942
 0,0.133286
 0,0.133504
 0,0.133573
 0,0.133607
 0,0.133661
 0,0.133944
 0,0.13407
 0,0.134293
 0,0.134915
 0,0.135403
 0,0.135648
 0,0.135718
 0,0.13637
 0,0.137207
 0,0.137331
 0,0.137758
 0,0.137894
 0,0.137949
 0,0.138829
 0,0.139067
 0,0.14022
 0,0.14049
 0,0.141248
 0,0.141423
 0,0.142626
 0,0.142893
 0,0.143234
 0,0.148721
 0,inf
